weapon,attack,targets,skaven_slave,skaven_clan_rat_with_shield,skaven_clan_rat,skaven_loot_rat,chaos_zombie,chaos_fanatic,chaos_marauder_with_shield,chaos_marauder,skaven_storm_vermin_with_shield,skaven_storm_vermin_commander,skaven_storm_vermin,skaven_plague_monk,chaos_berzerker,chaos_raider,chaos_warrior,skaven_gutter_runner,skaven_ratling_gunner,skaven_warpfire_thrower,skaven_poison_wind_globadier,skaven_pack_master,chaos_tentacle_sorcerer,chaos_corruptor_sorcerer,chaos_plague_sorcerer,chaos_vortex_sorcerer,chaos_tentacle,
Dwarf_one_hand_axe_shield_template_1,heavy_attack_left,1+,0,0,0,0.10,0,0,0.71,0.71,0.10,0.07,0.07,0.14,0.19,0.32,0.10,0.58,0.97,0.97,0.32,0.83,0.54,0.32,0.10,0.32,0.25,
Dwarf_one_hand_axe_shield_template_1,heavy_attack_right,1+,0,0,0,0.10,0,0,0.71,0.71,0.10,0.07,0.07,0.14,0.19,0.32,0.10,0.58,0.97,0.97,0.32,0.83,0.54,0.32,0.10,0.32,0.25,
Dwarf_one_hand_axe_template_2,light_attack_left,1+,0,0,0,0.14,0,0.09,0.18,0.18,0.09,0.06,0.06,0.05,0.09,0.09,0.09,0.09,0.47,0.47,0.21,0.26,0.06,0.21,0.14,0.09,0.15,
Dwarf_one_hand_axe_template_2,light_attack_right,1+,0,0,0,0.14,0,0.09,0.18,0.18,0.09,0.06,0.06,0.05,0.09,0.09,0.09,0.09,0.47,0.47,0.21,0.26,0.06,0.21,0.14,0.09,0.15,
Dwarf_one_hand_axe_template_2,light_attack_last,1+,0,0,0,0.14,0,0.09,0.18,0.18,0.09,0.06,0.06,0.05,0.09,0.09,0.09,0.09,0.47,0.47,0.21,0.26,0.06,0.21,0.14,0.09,0.15,
Dwarf_one_hand_axe_template_2,light_attack_bopp,1+,0,0,0,0.14,0,0.09,0.18,0.18,0.09,0.06,0.06,0.05,0.09,0.09,0.09,0.09,0.47,0.47,0.21,0.26,0.06,0.21,0.14,0.09,0.15,
Dwarf_one_hand_axe_template_2,heavy_attack_left,1+,0,0,0,0.10,0,0,0.71,0.71,0.10,0.07,0.07,0.14,0.19,0.32,0.10,0.58,0.97,0.97,0.32,0.83,0.54,0.32,0.10,0.32,0.25,
Dwarf_one_hand_axe_template_2,heavy_attack_right,1+,0,0,0,0.10,0,0,0.71,0.71,0.10,0.07,0.07,0.14,0.19,0.32,0.10,0.58,0.97,0.97,0.32,0.83,0.54,0.32,0.10,0.32,0.25,
Dwarf_one_handed_hammer_shield_template_2,light_attack_left,1,0,0.30,0.30,0.09,0.30,0.57,0.13,0.13,0.03,0.08,0.08,0.13,0.17,0.12,0.03,0.04,0.09,0.09,0.04,0.14,0.01,0.04,0.09,0.12,0.04,
Dwarf_one_handed_hammer_shield_template_2,light_attack_left,2,0.43,0.43,0.43,0.02,0.43,0.14,0.06,0.06,0.03,0.01,0.01,0.10,0.03,0.01,0.02,0.14,0.03,0.03,0.04,0.13,0.11,0.04,0.02,0.01,0.03,
Dwarf_one_handed_hammer_shield_template_2,light_attack_left,3+,0.07,0.07,0.07,0.02,0.07,0.03,0.01,0.01,0.03,0.03,0.03,0.06,0.03,0.03,0.01,0.03,0.03,0.03,0.01,0.09,0.11,0.01,0.02,0.03,0.02,
Dwarf_one_handed_hammer_shield_template_2,light_attack_right,1,0,0.30,0.30,0.09,0.30,0.57,0.13,0.13,0.03,0.08,0.08,0.13,0.17,0.12,0.03,0.04,0.09,0.09,0.04,0.14,0.01,0.04,0.09,0.12,0.04,
Dwarf_one_handed_hammer_shield_template_2,light_attack_right,2,0.43,0.43,0.43,0.02,0.43,0.14,0.06,0.06,0.03,0.01,0.01,0.10,0.03,0.01,0.02,0.14,0.03,0.03,0.04,0.13,0.11,0.04,0.02,0.01,0.03,
Dwarf_one_handed_hammer_shield_template_2,light_attack_right,3+,0.07,0.07,0.07,0.02,0.07,0.03,0.01,0.01,0.03,0.03,0.03,0.06,0.03,0.03,0.01,0.03,0.03,0.03,0.01,0.09,0.11,0.01,0.02,0.03,0.02,
Dwarf_one_handed_hammer_shield_template_2,light_attack_last,1,0,0.30,0.30,0.09,0.30,0.57,0.13,0.13,0.03,0.08,0.08,0.13,0.17,0.12,0.03,0.04,0.09,0.09,0.04,0.14,0.01,0.04,0.09,0.12,0.04,
Dwarf_one_handed_hammer_shield_template_2,light_attack_last,2,0.43,0.43,0.43,0.02,0.43,0.14,0.06,0.06,0.03,0.01,0.01,0.10,0.03,0.01,0.02,0.14,0.03,0.03,0.04,0.13,0.11,0.04,0.02,0.01,0.03,
Dwarf_one_handed_hammer_shield_template_2,light_attack_last,3+,0.07,0.07,0.07,0.02,0.07,0.03,0.01,0.01,0.03,0.03,0.03,0.06,0.03,0.03,0.01,0.03,0.03,0.03,0.01,0.09,0.11,0.01,0.02,0.03,0.02,
Dwarf_one_handed_hammer_shield_template_2,light_attack_bopp,1,0,0.30,0.30,0.09,0.30,0.57,0.13,0.13,0.03,0.08,0.08,0.13,0.17,0.12,0.03,0.04,0.09,0.09,0.04,0.14,0.01,0.04,0.09,0.12,0.04,
Dwarf_one_handed_hammer_shield_template_2,light_attack_bopp,2,0.43,0.43,0.43,0.02,0.43,0.14,0.06,0.06,0.03,0.01,0.01,0.10,0.03,0.01,0.02,0.14,0.03,0.03,0.04,0.13,0.11,0.04,0.02,0.01,0.03,
Dwarf_one_handed_hammer_shield_template_2,light_attack_bopp,3+,0.07,0.07,0.07,0.02,0.07,0.03,0.01,0.01,0.03,0.03,0.03,0.06,0.03,0.03,0.01,0.03,0.03,0.03,0.01,0.09,0.11,0.01,0.02,0.03,0.02,
Dwarf_one_handed_hammer_shield_template_2,heavy_attack_left,1,0,0.07,0.07,0.07,0.07,0.29,0.39,0.39,0.04,0.01,0.01,0.24,0.29,0.07,0.04,0.29,0.09,0.09,0.07,0.12,0.25,0.07,0.07,0.07,0.02,
Dwarf_one_handed_hammer_shield_template_2,heavy_attack_left,2,0.07,0.07,0.07,0.07,0.07,0.29,0.11,0.11,0.04,0.01,0.01,0.06,0.10,0.07,0.00,0.03,0.01,0.01,0.07,0.10,0.25,0.07,0.07,0.07,0.00,
Dwarf_one_handed_hammer_shield_template_2,heavy_attack_left,3,0.43,0.43,0.43,0.02,0.43,0.14,0.06,0.06,0.05,0.03,0.03,0.10,0.03,0.01,0.03,0.14,0.06,0.06,0.04,0.09,0.11,0.04,0.02,0.01,0.02,
Dwarf_one_handed_hammer_shield_template_2,heavy_attack_left,4+,0.07,0.07,0.07,0.02,0.07,0.03,0.01,0.01,0.03,0.04,0.04,0.06,0.03,0.03,0.01,0.03,0.04,0.04,0.01,0.04,0.11,0.01,0.02,0.03,0.00,
Dwarf_one_handed_hammer_shield_template_2,heavy_attack,1+,0,0.43,0.43,0.02,0.43,0.71,0.24,0.24,0.09,0.06,0.06,0.24,0.03,0.07,0.02,0.14,0.14,0.14,0.14,0.20,0.11,0.14,0.02,0.07,0.02,
Dwarf_one_handed_hammer_template_2,light_attack_left,1,0,0.30,0.30,0.09,0.30,0.57,0.13,0.13,0.03,0.08,0.08,0.13,0.17,0.12,0.03,0.04,0.09,0.09,0.04,0.14,0.01,0.04,0.09,0.12,0.04,
Dwarf_one_handed_hammer_template_2,light_attack_left,2,0.43,0.43,0.43,0.02,0.43,0.14,0.06,0.06,0.03,0.01,0.01,0.10,0.03,0.01,0.02,0.14,0.03,0.03,0.04,0.13,0.11,0.04,0.02,0.01,0.03,
Dwarf_one_handed_hammer_template_2,light_attack_left,3+,0.07,0.07,0.07,0.02,0.07,0.03,0.01,0.01,0.03,0.03,0.03,0.06,0.03,0.03,0.01,0.03,0.03,0.03,0.01,0.09,0.11,0.01,0.02,0.03,0.02,
Dwarf_one_handed_hammer_template_2,light_attack_right,1,0,0.30,0.30,0.09,0.30,0.57,0.13,0.13,0.03,0.08,0.08,0.13,0.17,0.12,0.03,0.04,0.09,0.09,0.04,0.14,0.01,0.04,0.09,0.12,0.04,
Dwarf_one_handed_hammer_template_2,light_attack_right,2,0.43,0.43,0.43,0.02,0.43,0.14,0.06,0.06,0.03,0.01,0.01,0.10,0.03,0.01,0.02,0.14,0.03,0.03,0.04,0.13,0.11,0.04,0.02,0.01,0.03,
Dwarf_one_handed_hammer_template_2,light_attack_right,3+,0.07,0.07,0.07,0.02,0.07,0.03,0.01,0.01,0.03,0.03,0.03,0.06,0.03,0.03,0.01,0.03,0.03,0.03,0.01,0.09,0.11,0.01,0.02,0.03,0.02,
Dwarf_one_handed_hammer_template_2,light_attack_last,1,0,0.30,0.30,0.09,0.30,0.57,0.13,0.13,0.03,0.08,0.08,0.13,0.17,0.12,0.03,0.04,0.09,0.09,0.04,0.14,0.01,0.04,0.09,0.12,0.04,
Dwarf_one_handed_hammer_template_2,light_attack_last,2,0.43,0.43,0.43,0.02,0.43,0.14,0.06,0.06,0.03,0.01,0.01,0.10,0.03,0.01,0.02,0.14,0.03,0.03,0.04,0.13,0.11,0.04,0.02,0.01,0.03,
Dwarf_one_handed_hammer_template_2,light_attack_last,3+,0.07,0.07,0.07,0.02,0.07,0.03,0.01,0.01,0.03,0.03,0.03,0.06,0.03,0.03,0.01,0.03,0.03,0.03,0.01,0.09,0.11,0.01,0.02,0.03,0.02,
Dwarf_one_handed_hammer_template_2,light_attack_down,1+,0,0,0,0.14,0,0.09,0.18,0.18,0.09,0.06,0.06,0.05,0.09,0.09,0.09,0.09,0.47,0.47,0.21,0.26,0.06,0.21,0.14,0.09,0.15,
Dwarf_one_handed_hammer_template_2,light_attack_bopp,1,0,0.30,0.30,0.09,0.30,0.57,0.13,0.13,0.03,0.08,0.08,0.13,0.17,0.12,0.03,0.04,0.09,0.09,0.04,0.14,0.01,0.04,0.09,0.12,0.04,
Dwarf_one_handed_hammer_template_2,light_attack_bopp,2,0.43,0.43,0.43,0.02,0.43,0.14,0.06,0.06,0.03,0.01,0.01,0.10,0.03,0.01,0.02,0.14,0.03,0.03,0.04,0.13,0.11,0.04,0.02,0.01,0.03,
Dwarf_one_handed_hammer_template_2,light_attack_bopp,3+,0.07,0.07,0.07,0.02,0.07,0.03,0.01,0.01,0.03,0.03,0.03,0.06,0.03,0.03,0.01,0.03,0.03,0.03,0.01,0.09,0.11,0.01,0.02,0.03,0.02,
Dwarf_one_handed_hammer_template_2,heavy_attack_left,1+,0,0,0,0.10,0,0,0.71,0.71,0.10,0.07,0.07,0.14,0.19,0.32,0.10,0.58,0.97,0.97,0.32,0.83,0.54,0.32,0.10,0.32,0.25,
Dwarf_one_handed_hammer_template_2,heavy_attack_right,1+,0,0,0,0.10,0,0,0.71,0.71,0.10,0.07,0.07,0.14,0.19,0.32,0.10,0.58,0.97,0.97,0.32,0.83,0.54,0.32,0.10,0.32,0.25,
Dwarf_two_handed_axes_template_1,light_attack_left,1+,0,0,0,0.30,0,0,0.01,0.01,0.29,0.26,0.26,0.35,0.40,0.17,0.03,0.87,0.16,0.16,0.04,0.08,0.82,0.04,0.30,0.17,0.18,
Dwarf_two_handed_axes_template_1,light_attack_right,1+,0,0,0,0.30,0,0,0.01,0.01,0.29,0.26,0.26,0.35,0.40,0.17,0.03,0.87,0.16,0.16,0.04,0.08,0.82,0.04,0.30,0.17,0.18,
Dwarf_two_handed_axes_template_1,light_attack_up,1+,0,0,0,0.30,0,0,0.01,0.01,0.29,0.26,0.26,0.35,0.40,0.17,0.03,0.87,0.16,0.16,0.04,0.08,0.82,0.04,0.30,0.17,0.18,
Dwarf_two_handed_axes_template_1,light_attack_bopp,1+,0,0,0,0.30,0,0,0.01,0.01,0.29,0.26,0.26,0.35,0.40,0.17,0.03,0.87,0.16,0.16,0.04,0.08,0.82,0.04,0.30,0.17,0.18,
Dwarf_two_handed_axes_template_1,heavy_attack_left,1,0,0,0,0.11,0,0,0.73,0.73,0.19,0.16,0.16,0.16,0.20,0.33,0.02,0.60,0.07,0.07,0.33,0.96,0.56,0.33,0.11,0.33,0.07,
Dwarf_two_handed_axes_template_1,heavy_attack_left,2,0,0,0,0.17,0,0.13,0.22,0.22,0.25,0.22,0.22,0.08,0.13,0.13,0.11,0.13,0.13,0.13,0.25,0.38,0.09,0.25,0.17,0.13,0.07,
Dwarf_two_handed_axes_template_1,heavy_attack_left,3,0,0.88,0.88,0.04,0.88,0.13,0.22,0.22,0.11,0.08,0.08,0.08,0.13,0.02,0.05,0.13,0.13,0.13,0.07,0.09,0.09,0.07,0.04,0.02,0.06,
Dwarf_two_handed_axes_template_1,heavy_attack_left,4+,0.15,0.15,0.15,0.05,0.15,0.38,0.20,0.20,0.03,0.09,0.09,0.14,0.04,0.07,0.03,0.11,0.01,0.01,0.03,0.14,0.08,0.03,0.05,0.07,0.04,
Dwarf_two_handed_axes_template_1,heavy_attack_right,1,0,0,0,0.11,0,0,0.73,0.73,0.19,0.16,0.16,0.16,0.20,0.33,0.02,0.60,0.07,0.07,0.33,0.96,0.56,0.33,0.11,0.33,0.07,
Dwarf_two_handed_axes_template_1,heavy_attack_right,2,0,0,0,0.17,0,0.13,0.22,0.22,0.25,0.22,0.22,0.08,0.13,0.13,0.11,0.13,0.13,0.13,0.25,0.38,0.09,0.25,0.17,0.13,0.07,
Dwarf_two_handed_axes_template_1,heavy_attack_right,3,0,0.88,0.88,0.04,0.88,0.13,0.22,0.22,0.11,0.08,0.08,0.08,0.13,0.02,0.05,0.13,0.13,0.13,0.07,0.09,0.09,0.07,0.04,0.02,0.06,
Dwarf_two_handed_axes_template_1,heavy_attack_right,4+,0.15,0.15,0.15,0.05,0.15,0.38,0.20,0.20,0.03,0.09,0.09,0.14,0.04,0.07,0.03,0.11,0.01,0.01,0.03,0.14,0.08,0.03,0.05,0.07,0.04,
Dwarf_two_handed_hammers_template_1,light_attack_left,1+,0,0,0,0.10,0,0,0.71,0.71,0.10,0.07,0.07,0.14,0.19,0.32,0.10,0.58,0.97,0.97,0.32,0.83,0.54,0.32,0.10,0.32,0.25,
Dwarf_two_handed_hammers_template_1,light_attack_right,1+,0,0,0,0.10,0,0,0.71,0.71,0.10,0.07,0.07,0.14,0.19,0.32,0.10,0.58,0.97,0.97,0.32,0.83,0.54,0.32,0.10,0.32,0.25,
Dwarf_two_handed_hammers_template_1,light_attack_left_up,1+,0,0,0,0.10,0,0,0.71,0.71,0.10,0.07,0.07,0.14,0.19,0.32,0.10,0.58,0.97,0.97,0.32,0.83,0.54,0.32,0.10,0.32,0.25,
Dwarf_two_handed_hammers_template_1,light_attack_push_left_up,1+,0,0,0,0.10,0,0,0.71,0.71,0.10,0.07,0.07,0.14,0.19,0.32,0.10,0.58,0.97,0.97,0.32,0.83,0.54,0.32,0.10,0.32,0.25,
Dwarf_two_handed_hammers_template_1,heavy_attack_left,1,0,0,0,0.19,0,0.14,0.24,0.24,0.05,0.03,0.03,0.10,0.14,0.14,0.05,0.14,0.26,0.26,0.27,0.32,0.11,0.27,0.19,0.14,0.03,
Dwarf_two_handed_hammers_template_1,heavy_attack_left,2,0,0.43,0.43,0.02,0.43,0.71,0.24,0.24,0.07,0.04,0.04,0.24,0.03,0.07,0.07,0.14,0.15,0.15,0.14,0.32,0.11,0.14,0.02,0.07,0.08,
Dwarf_two_handed_hammers_template_1,heavy_attack_left,3,0.43,0.43,0.43,0.02,0.43,0.14,0.06,0.06,0.03,0.09,0.09,0.10,0.03,0.01,0.03,0.14,0.01,0.01,0.04,0.13,0.11,0.04,0.02,0.01,0.03,
Dwarf_two_handed_hammers_template_1,heavy_attack_left,4+,0.07,0.07,0.07,0.02,0.07,0.03,0.01,0.01,0.05,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.06,0.01,0.09,0.11,0.01,0.02,0.03,0.02,
Dwarf_two_handed_hammers_template_1,heavy_attack_right,1,0,0,0,0.19,0,0.14,0.24,0.24,0.05,0.03,0.03,0.10,0.14,0.14,0.05,0.14,0.26,0.26,0.27,0.32,0.11,0.27,0.19,0.14,0.03,
Dwarf_two_handed_hammers_template_1,heavy_attack_right,2,0,0.43,0.43,0.02,0.43,0.71,0.24,0.24,0.07,0.04,0.04,0.24,0.03,0.07,0.07,0.14,0.15,0.15,0.14,0.32,0.11,0.14,0.02,0.07,0.08,
Dwarf_two_handed_hammers_template_1,heavy_attack_right,3,0.43,0.43,0.43,0.02,0.43,0.14,0.06,0.06,0.03,0.09,0.09,0.10,0.03,0.01,0.03,0.14,0.01,0.01,0.04,0.13,0.11,0.04,0.02,0.01,0.03,
Dwarf_two_handed_hammers_template_1,heavy_attack_right,4+,0.07,0.07,0.07,0.02,0.07,0.03,0.01,0.01,0.05,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.06,0.01,0.09,0.11,0.01,0.02,0.03,0.02,
Dwarf_two_handed_picks_template_1,light_attack_left,1,0,0.07,0.07,0.07,0.07,0.29,0.39,0.39,0.04,0.01,0.01,0.24,0.29,0.07,0.04,0.29,0.09,0.09,0.07,0.12,0.25,0.07,0.07,0.07,0.02,
Dwarf_two_handed_picks_template_1,light_attack_left,2,0.07,0.07,0.07,0.07,0.07,0.29,0.11,0.11,0.04,0.01,0.01,0.06,0.10,0.07,0.00,0.03,0.01,0.01,0.07,0.10,0.25,0.07,0.07,0.07,0.00,
Dwarf_two_handed_picks_template_1,light_attack_left,3,0.43,0.43,0.43,0.02,0.43,0.14,0.06,0.06,0.05,0.03,0.03,0.10,0.03,0.01,0.03,0.14,0.06,0.06,0.04,0.09,0.11,0.04,0.02,0.01,0.02,
Dwarf_two_handed_picks_template_1,light_attack_left,4+,0.07,0.07,0.07,0.02,0.07,0.03,0.01,0.01,0.03,0.04,0.04,0.06,0.03,0.03,0.01,0.03,0.04,0.04,0.01,0.04,0.11,0.01,0.02,0.03,0.00,
Dwarf_two_handed_picks_template_1,light_attack_right,1,0,0.07,0.07,0.07,0.07,0.29,0.39,0.39,0.04,0.01,0.01,0.24,0.29,0.07,0.04,0.29,0.09,0.09,0.07,0.12,0.25,0.07,0.07,0.07,0.02,
Dwarf_two_handed_picks_template_1,light_attack_right,2,0.07,0.07,0.07,0.07,0.07,0.29,0.11,0.11,0.04,0.01,0.01,0.06,0.10,0.07,0.00,0.03,0.01,0.01,0.07,0.10,0.25,0.07,0.07,0.07,0.00,
Dwarf_two_handed_picks_template_1,light_attack_right,3,0.43,0.43,0.43,0.02,0.43,0.14,0.06,0.06,0.05,0.03,0.03,0.10,0.03,0.01,0.03,0.14,0.06,0.06,0.04,0.09,0.11,0.04,0.02,0.01,0.02,
Dwarf_two_handed_picks_template_1,light_attack_right,4+,0.07,0.07,0.07,0.02,0.07,0.03,0.01,0.01,0.03,0.04,0.04,0.06,0.03,0.03,0.01,0.03,0.04,0.04,0.01,0.04,0.11,0.01,0.02,0.03,0.00,
Dwarf_two_handed_picks_template_1,heavy_attack_left_charged,1+,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.90,0,0,0,0,0,0,0,0,0.07,0.36,
Dwarf_two_handed_picks_template_1,heavy_attack_right_charged,1+,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.90,0,0,0,0,0,0,0,0,0.07,0.36,
Dwarf_two_handed_picks_template_1,light_attack_bopp,1+,0,0,0,0.10,0,0,0.71,0.71,0.10,0.07,0.07,0.14,0.19,0.32,0.10,0.58,0.97,0.97,0.32,0.83,0.54,0.32,0.10,0.32,0.25,
Dwarf_two_handed_picks_template_1,heavy_attack_left,1+,0,0,0,0.73,0,0,0,0,0.84,0.79,0.79,0.20,0.25,0.04,0.23,0,0.66,0.66,0.39,0,0,0.39,0.73,0.04,0.36,
Dwarf_two_handed_picks_template_1,heavy_attack_right,1+,0,0,0,0.73,0,0,0,0,0.84,0.79,0.79,0.20,0.25,0.04,0.23,0,0.66,0.66,0.39,0,0,0.39,0.73,0.04,0.36,
Elf_dual_wield_daggers_template_1,light_attack_left,1+,0,0.07,0.07,0.07,0.07,0.29,0.39,0.39,0,0,0,0.24,0.03,0.07,0,0.29,0,0,0.07,0.07,0.11,0.14,0.07,0.07,0.06,
Elf_dual_wield_daggers_template_1,light_attack_right,1+,0,0.07,0.07,0.07,0.07,0.29,0.39,0.39,0,0,0,0.24,0.03,0.07,0,0.29,0,0,0.07,0.07,0.11,0.14,0.07,0.07,0.06,
Elf_dual_wield_daggers_template_1,light_attack_quick_left,1+,0,0.07,0.07,0.07,0.07,0.29,0.39,0.39,0,0,0,0.24,0.03,0.07,0,0.29,0,0,0.07,0.07,0.11,0.14,0.07,0.07,0.06,
Elf_dual_wield_daggers_template_1,light_attack_last,1+,0,0.07,0.07,0.07,0.07,0.29,0.39,0.39,0,0,0,0.24,0.03,0.07,0,0.29,0,0,0.07,0.07,0.11,0.14,0.07,0.07,0.06,
Elf_dual_wield_daggers_template_1,push_stab,1+,0,0.07,0.07,0.07,0.07,0.29,0.39,0.39,0.03,0.04,0.04,0.24,0.03,0.07,0.01,0.29,0.04,0.04,0.07,0.07,0.11,0.14,0.07,0.07,0.06,
Elf_dual_wield_daggers_template_1,heavy_attack,1+,0,0,0,0.12,0,0.07,0.16,0.16,0.18,0.15,0.15,0.03,0.07,0.07,0.05,0.07,0.06,0.06,0.19,0.11,0.04,0.19,0.12,0.07,0.01,
Elf_dual_wield_daggers_template_1,heavy_attack_stab,1+,0,0,0,0.12,0,0.07,0.16,0.16,0.18,0.15,0.15,0.03,0.07,0.07,0.05,0.07,0.06,0.06,0.19,0.11,0.04,0.19,0.12,0.07,0.01,
Elf_dual_wield_sword_dagger_template_1,light_attack_right_first,1,0,0.76,0.76,0.10,0.76,0.06,0.15,0.15,0.05,0.02,0.02,0.02,0.06,0.06,0.05,0.06,0.06,0.06,0.01,0.11,0.03,0.01,0.10,0.06,0.01,
Elf_dual_wield_sword_dagger_template_1,light_attack_right_first,2+,0.50,0.50,0.50,0.07,0.50,0.20,0.11,0.11,0.07,0.04,0.04,0.04,0.08,0.06,0.03,0.03,0.03,0.03,0.09,0.04,0.17,0.09,0.07,0.06,0.00,
Elf_dual_wield_sword_dagger_template_1,light_attack_right_second,1,0,0.76,0.76,0.10,0.76,0.06,0.15,0.15,0.05,0.02,0.02,0.02,0.06,0.06,0.05,0.06,0.06,0.06,0.01,0.11,0.03,0.01,0.10,0.06,0.01,
Elf_dual_wield_sword_dagger_template_1,light_attack_right_second,2+,0.50,0.50,0.50,0.07,0.50,0.20,0.11,0.11,0.07,0.04,0.04,0.04,0.08,0.06,0.03,0.03,0.03,0.03,0.09,0.04,0.17,0.09,0.07,0.06,0.00,
Elf_dual_wield_sword_dagger_template_1,light_attack_stab_left,1+,0,0.07,0.07,0.07,0.07,0.29,0.39,0.39,0,0,0,0.24,0.03,0.07,0,0.29,0,0,0.07,0.07,0.11,0.14,0.07,0.07,0.06,
Elf_dual_wield_sword_dagger_template_1,light_attack_last,1+,0,0,0,0.12,0,0.07,0.16,0.16,0.18,0.15,0.15,0.03,0.07,0.07,0.05,0.07,0.06,0.06,0.19,0.11,0.04,0.19,0.12,0.07,0.01,
Elf_dual_wield_sword_dagger_template_1,push_stab,1+,0,0,0,0.12,0,0.07,0.16,0.16,0.18,0.15,0.15,0.03,0.07,0.07,0.05,0.07,0.06,0.06,0.19,0.11,0.04,0.19,0.12,0.07,0.01,
Elf_dual_wield_sword_dagger_template_1,heavy_attack,1,0,0.76,0.76,0.10,0.76,0.06,0.15,0.15,0.05,0.02,0.02,0.02,0.06,0.06,0.05,0.06,0.06,0.06,0.01,0.11,0.03,0.01,0.10,0.06,0.01,
Elf_dual_wield_sword_dagger_template_1,heavy_attack,2+,0.50,0.50,0.50,0.07,0.50,0.20,0.11,0.11,0.07,0.04,0.04,0.04,0.08,0.06,0.03,0.03,0.03,0.03,0.09,0.04,0.17,0.09,0.07,0.06,0.00,
